route_id,mode_transport,route_short_name,route_type
IDFM:C01788,Bus,1133,3
IDFM:C00675,Bus,4641,3
IDFM:C02459,Bus,382,3
IDFM:C00674,Bus,4643,3
IDFM:C00673,Bus,4650,3
IDFM:C00520,Bus,4653,3
IDFM:C00503,Bus,4612,3
IDFM:C00495,Bus,4611,3
IDFM:C01787,Bus,1132,3
IDFM:C00490,Bus,4610,3
IDFM:C00093,Bus,4634,3
IDFM:C00079,Bus,4619,3
IDFM:C00139,Bus,1114,3
IDFM:C00078,Bus,4616,3
IDFM:C00076,Bus,4655,3
IDFM:C00075,Bus,4614,3
IDFM:C00074,Bus,4601,3
IDFM:C00073,Bus,4608,3
IDFM:C00072,Bus,4607,3
IDFM:C00070,Bus,4605,3
IDFM:C01560,Bus,1142,3
IDFM:C01559,Bus,1141,3
IDFM:C01558,Bus,1140,3
IDFM:C01557,Bus,1139,3
IDFM:C00069,Bus,4604,3
IDFM:C00141,Bus,1130,3
IDFM:C01556,Bus,1138,3
IDFM:C00142,Bus,1131,3
IDFM:C00068,Bus,4603,3
IDFM:C01230,Bus,216,3
IDFM:C01073,Bus,21,3
IDFM:C01555,Bus,1137,3
IDFM:C01553,Bus,1111,3
IDFM:C00066,Bus,4660,3
IDFM:C00046,Bus,9160,3
IDFM:C02686,Bus,63,3
IDFM:C02685,Bus,62,3
IDFM:C02684,Bus,61,3
IDFM:C02683,Bus,60,3
IDFM:C02361,Bus,57,3
IDFM:C02360,Bus,56,3
IDFM:C02264,Bus,20,3
IDFM:C02153,Bus,S2,3
IDFM:C02151,Bus,S5,3
IDFM:C02148,Bus,S1,3
IDFM:C02147,Bus,S7,3
IDFM:C02146,Bus,S4,3
IDFM:C02145,Bus,S3,3
IDFM:C01775,Bus,S6,3
IDFM:C01492,Bus,40,3
IDFM:C01491,Bus,37,3
IDFM:C02744,Bus,277,3
IDFM:C01476,Bus,6,3
IDFM:C00878,Bus,3608,3
IDFM:C00107,Bus,6522,3
IDFM:C00110,Bus,6573,3
IDFM:C01135,Bus,106,3
IDFM:C00116,Bus,6533,3
IDFM:C00336,Bus,M,3
IDFM:C00128,Bus,6560,3
IDFM:C00129,Bus,6561,3
IDFM:C00130,Bus,6562,3
IDFM:C00275,Bus,6570,3
IDFM:C00334,Bus,K,3
IDFM:C00285,Bus,6536,3
IDFM:C00454,Bus,6576,3
IDFM:C00325,Bus,12,3
IDFM:C00324,Bus,1,3
IDFM:C00643,Bus,6571,3
IDFM:C00651,Bus,6518,3
IDFM:C00311,Bus,503,3
IDFM:C00310,Bus,502,3
IDFM:C00309,Bus,501,3
IDFM:C00876,Bus,3609,3
IDFM:C02222,Bus,6563,3
IDFM:C02441,Bus,6523,3
IDFM:C02539,Bus,6524,3
IDFM:C02547,Bus,6551,3
IDFM:C02548,Bus,6552,3
IDFM:C02549,Bus,6553,3
IDFM:C02550,Bus,6554,3
IDFM:C02551,Bus,6555,3
IDFM:C02552,Bus,6556,3
IDFM:C02553,Bus,6557,3
IDFM:C02554,Bus,6558,3
IDFM:C02555,Bus,6559,3
IDFM:C02556,Bus,6564,3
IDFM:C02557,Bus,6565,3
IDFM:C02558,Bus,6566,3
IDFM:C02559,Bus,6567,3
IDFM:C02560,Bus,6568,3
IDFM:C02561,Bus,6569,3
IDFM:C02562,Bus,6572,3
IDFM:C02563,Bus,6574,3
IDFM:C02564,Bus,6575,3
IDFM:C02807,Bus,5463,3
IDFM:C02799,Bus,6550,3
IDFM:C02800,Bus,6577,3
IDFM:C02801,Bus,6578,3
IDFM:C02802,Bus,6579,3
IDFM:C02803,Bus,6580,3
IDFM:C02804,Bus,6581,3
IDFM:C02805,Bus,6582,3
IDFM:C00109,Bus,5445,3
IDFM:C00118,Bus,5484,3
IDFM:C00121,Bus,5443,3
IDFM:C00725,Bus,5421,3
IDFM:C02161,Bus,5431,3
IDFM:C00727,Bus,5465,3
IDFM:C01979,Bus,5426,3
IDFM:C00728,Bus,5424,3
IDFM:C00730,Bus,5467,3
IDFM:C01798,Bus,5462,3
IDFM:C01752,Bus,4657,3
IDFM:C02590,Bus,7B,3
IDFM:C02166,Bus,12 ZI,3
IDFM:C01036,Bus,5432,3
IDFM:C02169,Bus,5114,3
IDFM:C01662,Bus,1356,3
IDFM:C00413,Bus,5117,3
IDFM:C00922,Bus,2420,3
IDFM:C01440,Bus,3311,3
IDFM:C00230,Bus,R3,3
IDFM:C00234,Bus,R7,3
IDFM:C02152,Bus,P,3
IDFM:C00206,Bus,30 D,3
IDFM:C00611,Bus,25,3
IDFM:C00616,Bus,36,3
IDFM:C00617,Bus,37,3
IDFM:C02142,Bus,L,3
IDFM:C01356,Bus,RIVER,3
IDFM:C02281,Bus,3632,3
IDFM:C01839,Bus,PORT,3
IDFM:C01822,Bus,17,3
IDFM:C01686,Bus,3308,3
IDFM:C02282,Bus,3613,3
IDFM:C02164,Bus,34,3
IDFM:C02255,Bus,Soir,3
IDFM:C02600,Bus,N146,3
IDFM:C00801,Bus,3633,3
IDFM:C02605,Bus,Soir,3
IDFM:C02829,Bus,1104,3
IDFM:C02720,Bus,3447,3
IDFM:C02596,Bus,Soir,3
IDFM:C02594,Bus,N137,3
IDFM:C02277,Bus,3424,3
IDFM:C02258,Bus,3440,3
IDFM:C02156,Bus,3429,3
IDFM:C00253,Bus,2110,3
IDFM:C00883,Bus,3606,3
IDFM:C01633,Bus,N132,3
IDFM:C02458,Bus,3727,3
IDFM:C01801,Bus,2113,3
IDFM:C02476,Bus,Soir,3
IDFM:C02591,Bus,Soir,3
IDFM:C01043,Bus,3204,3
IDFM:C01446,Bus,3435,3
IDFM:C01508,Bus,3212,3
IDFM:C01510,Bus,3214,3
IDFM:C01012,Bus,3454,3
IDFM:C01164,Bus,138,3
IDFM:C02716,Bus,7825,3
IDFM:C02294,Bus,3216,3
IDFM:C02295,Bus,TàD,3
IDFM:C02366,Bus,3219,3
IDFM:C02581,Bus,TàD,3
IDFM:C02584,Bus,Soir,3
IDFM:C02585,Bus,Soir,3
IDFM:C00828,Bus,3437,3
IDFM:C02248,Bus,7823,3
IDFM:C02162,Bus,5436,3
IDFM:C00827,Bus,3518,3
IDFM:C00796,Bus,3403,3
IDFM:C01971,Bus,3519,3
IDFM:C01613,Bus,5427,3
IDFM:C00791,Bus,3444,3
IDFM:C00788,Bus,3406,3
IDFM:C00787,Bus,3405,3
IDFM:C02524,Bus,TàD 3144,3
IDFM:C02523,Bus,Soir,3
IDFM:C02522,Bus,Soir,3
IDFM:C02521,Bus,TàD,3
IDFM:C02519,Bus,3113,3
IDFM:C02518,Bus,3112,3
IDFM:C02311,Bus,3144,3
IDFM:C02122,Bus,3127,3
IDFM:C02087,Bus,3134,3
IDFM:C01034,Bus,5433,3
IDFM:C00761,Bus,5458,3
IDFM:C00757,Bus,5448,3
IDFM:C00755,Bus,5438,3
IDFM:C01053,Bus,3133,3
IDFM:C00749,Bus,5452,3
IDFM:C00624,Bus,3117,3
IDFM:C02456,Bus,439,3
IDFM:C00288,Bus,5437,3
IDFM:C00355,Bus,4113,3
IDFM:C00120,Bus,5442,3
IDFM:C00108,Bus,5444,3
IDFM:C02798,Bus,6535,3
IDFM:C02626,Bus,Soir,3
IDFM:C02571,Bus,6514,3
IDFM:C00021,Bus,3145,3
IDFM:C00017,Bus,3118,3
IDFM:C00015,Bus,3111,3
IDFM:C02266,Bus,T'bus 2,3
IDFM:C02265,Bus,T'bus 1,3
IDFM:C01587,Bus,619,3
IDFM:C01585,Bus,617,3
IDFM:C01900,Bus,P'TIT BUS,3
IDFM:C02545,Bus,6594,3
IDFM:C02544,Bus,6592,3
IDFM:C02543,Bus,6590,3
IDFM:C02542,Bus,6529,3
IDFM:C02541,Bus,6525,3
IDFM:C02537,Bus,6515,3
IDFM:C00007,Bus,282,3
IDFM:C02536,Bus,6595,3
IDFM:C01485,Bus,459,3
IDFM:C00094,Bus,4515,3
IDFM:C00323,Bus,4530,3
IDFM:C01580,Bus,610,3
IDFM:C00649,Bus,6537,3
IDFM:C00642,Bus,6528,3
IDFM:C00668,Bus,4517,3
IDFM:C00671,Bus,4539,3
IDFM:C00677,Bus,4543,3
IDFM:C00678,Bus,4537,3
IDFM:C00682,Bus,4550,3
IDFM:C01549,Bus,702,3
IDFM:C00688,Bus,4556,3
IDFM:C00962,Bus,4551,3
IDFM:C00963,Bus,4552,3
IDFM:C00214,Bus,43,3
IDFM:C00213,Bus,39,3
IDFM:C00641,Bus,6527,3
IDFM:C02383,Bus,TàD 4596,3
IDFM:C02395,Bus,9114,3
IDFM:C02418,Bus,4535,3
IDFM:C02460,Bus,TàD 4597,3
IDFM:C02466,Bus,TàD 4591,3
IDFM:C02467,Bus,TàD 4592,3
IDFM:C02468,Bus,TàD 4595,3
IDFM:C02662,Bus,4513,3
IDFM:C00189,Bus,1,3
IDFM:C01695,Bus,247,3
IDFM:C00280,Bus,6532,3
IDFM:C00271,Bus,6591,3
IDFM:C01871,Bus,5111,3
IDFM:C00117,Bus,6526,3
IDFM:C00115,Bus,6593,3
IDFM:C01677,Bus,5130,3
IDFM:C00106,Bus,6521,3
IDFM:C01676,Bus,5131,3
IDFM:C01540,Bus,5152,3
IDFM:C01535,Bus,5142,3
IDFM:C01334,Bus,520,3
IDFM:C01533,Bus,5144,3
IDFM:C00042,Bus,6133,3
IDFM:C00043,Bus,6124,3
IDFM:C01415,Bus,N11,3
IDFM:C02076,Bus,6276,3
IDFM:C01416,Bus,N16,3
IDFM:C01347,Bus,V4,3
IDFM:C01349,Bus,564,3
IDFM:C01138,Bus,109,3
IDFM:C01367,Bus,V6,3
IDFM:C00411,Bus,7815,3
IDFM:C00521,Bus,5153,3
IDFM:C01490,Bus,7803,3
IDFM:C01571,Bus,5154,3
IDFM:C01522,Bus,5121,3
IDFM:C00839,Bus,3754,3
IDFM:C00416,Bus,5112,3
IDFM:C00838,Bus,3755,3
IDFM:C00837,Bus,3751,3
IDFM:C00343,Bus,6,3
IDFM:C02616,Bus,12,3
IDFM:C00187,Bus,5333,3
IDFM:C02269,Bus,A14,3
IDFM:C00410,Bus,5324,3
IDFM:C01646,Bus,N161,3
IDFM:C00052,Bus,6122,3
IDFM:C01990,Bus,5355,3
IDFM:C02313,Bus,5310,3
IDFM:C02448,Bus,5343,3
IDFM:C02481,Bus,5322,3
IDFM:C00530,Bus,6163,3
IDFM:C00702,Bus,6135,3
IDFM:C02642,Bus,7817,3
IDFM:C00703,Bus,6136,3
IDFM:C01687,Bus,6131,3
IDFM:C02291,Bus,TàD 2429,3
IDFM:C02077,Bus,2419,3
IDFM:C02072,Bus,2415,3
IDFM:C01615,Bus,4221,3
IDFM:C01993,Bus,2427,3
IDFM:C01799,Bus,6160,3
IDFM:C01617,Bus,4206,3
IDFM:C01057,Bus,2423,3
IDFM:C01830,Bus,A,3
IDFM:C00034,Bus,C,3
IDFM:C02502,Bus,V,3
IDFM:C02598,Bus,R,3
IDFM:C01625,Bus,4246,3
IDFM:C01672,Bus,4216,3
IDFM:C02632,Bus,4251,3
IDFM:C02740,Bus,4222,3
IDFM:C00194,Bus,1312,3
IDFM:C00196,Bus,1314,3
IDFM:C01820,Bus,7702,3
IDFM:C00400,Bus,1317,3
IDFM:C00765,Bus,1236,3
IDFM:C00638,Bus,2263,3
IDFM:C00783,Bus,1228,3
IDFM:C02086,Bus,1225,3
IDFM:C00940,Bus,2364,3
IDFM:C00919,Bus,2323,3
IDFM:C00447,Bus,30-14,3
IDFM:C00464,Bus,30-38,3
IDFM:C00467,Bus,30-43,3
IDFM:C02389,Bus,30-21Est,3
IDFM:C02049,Bus,30-21Oues,3
IDFM:C02040,Bus,CitéVal C,3
IDFM:C01876,Bus,30-46,3
IDFM:C01328,Bus,492,3
IDFM:C02832,Bus,9509,3
IDFM:C00048,Bus,6140,3
IDFM:C02288,Bus,193,3
IDFM:C01326,Bus,485,3
IDFM:C02534,Bus,13,3
IDFM:C01410,Bus,N71,3
IDFM:C01300,Bus,ROISSYBUS,3
IDFM:C01317,Bus,391,3
IDFM:C01266,Bus,291,3
IDFM:C01405,Bus,N45,3
IDFM:C00049,Bus,6142,3
IDFM:C00051,Bus,6145,3
IDFM:C01683,Bus,T4,3
IDFM:C02469,Bus,T13,3
IDFM:C01327,Bus,488,3
IDFM:C01807,Bus,N66,3
IDFM:C01420,Bus,N12,3
IDFM:C01408,Bus,N63,3
IDFM:C01403,Bus,N62,3
IDFM:C01402,Bus,N61,3
IDFM:C02307,Bus,21s,3
IDFM:C00890,Bus,3654,3
IDFM:C00894,Bus,3653,3
IDFM:C00389,Bus,4273,3
IDFM:C02079,Bus,2473,3
IDFM:C02351,Bus,445,3
IDFM:C00367,Bus,4162,3
IDFM:C00965,Bus,4576,3
IDFM:C00966,Bus,4578,3
IDFM:C01707,Bus,4575,3
IDFM:C02193,Bus,3773,3
IDFM:C01753,Bus,3655,3
IDFM:C02782,Bus,4157,3
IDFM:C02823,Bus,TàD 4343,3
IDFM:C00897,Bus,3630,3
IDFM:C00895,Bus,3634,3
IDFM:C02735,Bus,TàD,3
IDFM:C01363,Bus,V7,3
IDFM:C02508,Bus,Soir,3
IDFM:C02771,Bus,Soir,3
IDFM:C02772,Bus,Soir,3
IDFM:C01359,Bus,V3,3
IDFM:C02690,Bus,Soir,3
IDFM:C01757,Bus,Traverse,3
IDFM:C01831,Bus,B,3
IDFM:C01902,Bus,F,3
IDFM:C01903,Bus,H,3
IDFM:C02688,Bus,Soir,3
IDFM:C01354,Bus,TUC,3
IDFM:C02644,Bus,Soir,3
IDFM:C01780,Bus,THIAIS,3
IDFM:C02822,Bus,TàD 4342,3
IDFM:C02824,Bus,TàD 4344,3
IDFM:C01806,Bus,3702,3
IDFM:C02422,Bus,TàD,3
IDFM:C02465,Bus,Soir,3
IDFM:C02260,Bus,Soir,3
IDFM:C02464,Bus,Soir,3
IDFM:C02179,Bus,A01 PPM,3
IDFM:C02494,Bus,14,3
IDFM:C02835,Bus,9517,3
IDFM:C00239,Bus,R104,3
IDFM:C00240,Bus,R105,3
IDFM:C00242,Bus,R107,3
IDFM:C00243,Bus,R108,3
IDFM:C00244,Bus,R109,3
IDFM:C02715,Bus,5477,3
IDFM:C01816,Bus,R114,3
IDFM:C02704,Bus,2164,3
IDFM:C02706,Bus,2165,3
IDFM:C02707,Bus,2166,3
IDFM:C00220,Bus,1350,3
IDFM:C01035,Bus,5474,3
IDFM:C02425,Bus,O,3
IDFM:C01397,Bus,N23,3
IDFM:C01418,Bus,N14,3
IDFM:C01394,Bus,N51,3
IDFM:C01419,Bus,N13,3
IDFM:C01392,Bus,N24,3
IDFM:C01417,Bus,N15,3
IDFM:C01396,Bus,N42,3
IDFM:C01414,Bus,N02,3
IDFM:C01413,Bus,N01,3
IDFM:C01406,Bus,N43,3
IDFM:C01411,Bus,N41,3
IDFM:C01407,Bus,N22,3
IDFM:C02209,Bus,3659,3
IDFM:C02501,Bus,U,3
IDFM:C02664,Bus,Filéo com,3
IDFM:C01639,Bus,N141,3
IDFM:C01638,Bus,N140,3
IDFM:C02196,Bus,2417,3
IDFM:C02517,Bus,CitéVal,3
IDFM:C02439,Bus,K,3
IDFM:C02500,Bus,T,3
IDFM:C01743,RER/Rail,B,2
IDFM:C01739,RER/Rail,J,2
IDFM:C01729,RER/Rail,E,2
IDFM:C01727,RER/Rail,C,2
IDFM:C01737,RER/Rail,H,2
IDFM:C01740,RER/Rail,L,2
IDFM:C01730,RER/Rail,P,2
IDFM:C01853,Bus,E,3
IDFM:C01745,RER/Rail,TER,2
IDFM:C01728,RER/Rail,D,2
IDFM:C01741,RER/Rail,U,2
IDFM:C01744,RER/Rail,TER,2
IDFM:C01742,RER/Rail,A,2
IDFM:C01852,Bus,D,3
IDFM:C01738,RER/Rail,K,2
IDFM:C01731,RER/Rail,R,2
IDFM:C01736,RER/Rail,N,2
IDFM:C01841,Bus,P,3
IDFM:C02711,RER/Rail,V,2
IDFM:C01746,RER/Rail,TER,2
IDFM:C01849,Bus,A,3
IDFM:C01851,Bus,C,3
IDFM:C02375,RER/Rail,TER,2
IDFM:C01748,RER/Rail,TER,2
IDFM:C01847,Bus,L,3
IDFM:C01848,Bus,R,3
IDFM:C01840,Bus,U,3
IDFM:C01747,RER/Rail,TER,2
IDFM:C01842,Bus,H,3
IDFM:C01850,Bus,B,3
IDFM:C01857,RER/Rail,TER,2
IDFM:C01846,Bus,J,3
IDFM:C01845,Bus,N,3
IDFM:C01863,RER/Rail,TER,2
IDFM:C02370,RER/Rail,TER,2
IDFM:C02368,RER/Rail,TER,2
IDFM:C01844,Bus,K,3
IDFM:C02712,Bus,V,3
